0ymfuc9	frase-parola		部屋の電気が点きました。		La luce della stanza si è accesa.	
05dg0ux	frase-parola		ボタンを 押すと、電気が 点きます。		Premendo il pulsante la luce si accende.	
0wdskee	frase-parola		田中さんによろしくと伝えてください。		Porga i miei saluti al signor Tanaka.	
028xp6a	frase-parola		この ニュースを みんなに 伝えて ください。		Riferisci questa notizia a tutti.	
16t6n8n	frase-parola		去年の夏、父の田舎に行きました。		I visited my father's hometown last summer.	
11mxsmh	frase-parola		１週間田舎にいてすっかり元気になったような気がする。		I feel completely restored after a week in the country.	
1s3u7t4	frase-parola		ルーシーは電灯のスイッチをつけた。		Lucy turned on the light switch.	
017c3p5	frase-parola		電灯が 切れたので、取り替えました。		La lampadina si è fulminata e l'ho sostituita.	
0t1gfj5	frase-parola		結婚式に電報を送りました。		Ho mandato un telegramma al matrimonio.	
0yuim7w	frase-parola		お祝いの 電報が 届きました。		È arrivato un telegramma di auguri.	
1n8z8oz	frase-parola		ジョンがドアにペンキを塗っていた。		John has been painting the door.	
1jyyfkx	frase-parola		パンに バターを 塗りました。		Ho spalmato il burro sul pane.	
1tilwi9	frase-parola		学校へ行く途中でトムに会った。		I met Tom on my way to school.	
0035pp2	frase-parola		途中であきらめるな。		Don't give up halfway.	
0rp08g9	frase-parola		東京都に住んでいます。		Vivo nella metropoli di Tokyo.	
1t0a6ed	frase-parola		都の 図書館は 大きいです。		La biblioteca metropolitana è grande.	
042m9a6	frase-parola		何時がご都合よいでしょうか。		What time will be right for you?	
1bfihz3	frase-parola		都合が 悪ければ、日にちを 変えましょう。		Se non ti è comodo, cambiamo data.	
1kawz7r	frase-parola		母は弟のうそに怒りました。		La mamma si è arrabbiata per la bugia di mio fratello.	
0ql7trx	frase-parola		そんなに 怒らないで ください。		Non arrabbiarti così tanto.	
1wlt9np	frase-parola		台風で木が倒れました。		Il tifone ha abbattuto un albero.	
0a4tu0y	frase-parola		地震で 本棚が 倒れました。		Con il terremoto la libreria è caduta.	
1u7gra9	frase-parola		日本は島の国です。		Il Giappone è un paese di isole.	
0y3bkhh	frase-parola		船で 小さい 島へ 渡りました。		Con la nave siamo passati su una piccola isola.	
1gnmdnu	frase-parola		ボールを遠くに投げました。		Ho lanciato la palla lontano.	
1b3xe1r	frase-parola		犬に ボールを 投げて あそびました。		Ho giocato lanciando la palla al cane.	
1ynoo8y	frase-parola		搭乗券をお願いします。		Il suo biglietto d'imbarco, per favore.	
14rs1q1	frase-parola		搭乗券を なくさないで ください。		Non perda la carta d'imbarco.	
0d76wkl	frase-parola		搭乗口は32番です。		Il gate d'imbarco è il numero 32.	
1gcrudl	frase-parola		搭乗口の 前で 待って いて ください。		Aspetti davanti al gate d'imbarco.	
16pj3ji	frase-parola		お金を盗んではいけません。		Non si ruba il denaro.	
0l2xut9	frase-parola		自転車を 盗まれました。		Mi hanno rubato la bicicletta.	
1vnr39m	frase-parola		お湯をわかしてください。		Metti a bollire l'acqua, per favore.	
1k88k8m	frase-parola		お湯で ゆっくり 体を 洗いました。		Mi sono lavato con calma con l'acqua calda.	
1stds3e	frase-parola		この問題の答がわかりません。		Non so la risposta a questo problema.	
0fnbum7	frase-parola		答を 見ないで 考えて ください。		Pensaci senza guardare la risposta.	
1ayn2vy	frase-parola		電車で足を踏まれました。		In treno mi hanno pestato un piede.	
0qpc5a8	frase-parola		すみません、足を 踏んで しまいました。		Scusi, le ho pestato un piede.	
1lnz347	frase-parola		猫が窓から逃げました。		Il gatto è scappato dalla finestra.	
062bvxl	frase-parola		どろぼうは 走って 逃げました。		Il ladro è scappato di corsa.	
0ukeurx	frase-parola		まだ動くうちに売ってしまわなきゃ。		I should sell it while it still runs.	
1see2vi	frase-parola		私は家の中で何かが動くのを感じた。		I felt something move in the house.	
164dhuu	frase-parola		日曜日に動物園へ行きました。		Domenica siamo andati allo zoo.	
1mgjki4	frase-parola		動物園で パンダを 見ました。		Allo zoo ho visto i panda.	
1ord3qn	frase-parola		料理の道具をそろえました。		Ho preparato gli utensili da cucina.	
1ybmqzk	frase-parola		道具を 使ってから、元に もどします。		Dopo aver usato gli attrezzi, li rimetto a posto.	
1s852mp	frase-parola		果物、特にりんごが好きです。		Mi piace la frutta, in particolare le mele.	
040gyi0	frase-parola		今日は 特に 予定が ありません。		Oggi non ho impegni particolari.	
0xa67nr	frase-parola		時計がおくれていたので、私は特急にのりそこねた。		As my watch was slow, I missed the special express.	
0zhb3lp	frase-parola		特急に 乗れば、一時間で 着きます。		Con il super-espresso si arriva in un'ora.	
12h2g23	frase-parola		今日は特別な日です。		Oggi è un giorno speciale.	
0a0ghuf	frase-parola		誕生日に 特別な 料理を 作りました。		Per il compleanno ho cucinato un piatto speciale.	
0ty3xdk	frase-parola		家に届けていただけますか。		Can you deliver it to my house?	
1h5rbpd	frase-parola		この 書類を 事務所に 届けて ください。		Consegna questi documenti in ufficio.	
143zo93	frase-parola		教会は私の家とあなたの家の中にあります。		The church is between my house and yours.	
0fpw519	frase-parola		エイズが私が生きているうちに治ることを願っているよ。		I have a dream that AIDS will be cured in my lifetime.	
0cgai56	frase-parola		あの花はにおいが強いな。		That flower has a powerful smell.	
1c9kqbt	frase-parola		カレーの いい 匂いが します。		C'è un buon profumo di curry.	
0w8znfu	frase-parola		日が出て、暖かくなりました。		È uscito il sole e si è fatto caldo.	
01g8h4c	frase-parola		日が 長く なりましたね。		Le giornate si sono allungate, eh.	
0v01dzt	frase-parola		毎晩、日本語で日記を書きます。		Ogni sera scrivo il diario in giapponese.	
0lad587	frase-parola		子どもの ときから 日記を つけて います。		Tengo un diario fin da bambino.	
0yqbexq	frase-parola		祖母は先週から入院しています。		Mia nonna è ricoverata dalla settimana scorsa.	
1d83096	frase-parola		入院は 一週間の 予定です。		Il ricovero è previsto per una settimana.	
171d99b	frase-parola		四月に大学に入学します。		Ad aprile entro all'università.	
18s1fno	frase-parola		入学の おいわいに 時計を もらいました。		Per festeggiare l'iscrizione ho ricevuto un orologio.	
1bxb7r4	frase-parola		入国の審査はこちらです。		Il controllo immigrazione è qui.	
1cjxm2k	frase-parola		入国の カードを 書いて ください。		Compili la carta d'ingresso, per favore.	
1p7tvkh	frase-parola		入国の目的は何ですか。		What's the purpose of your visit?	
1nyppe5	frase-parola		初めて 日本に 入国しました。		Sono entrato in Giappone per la prima volta.	
1kxvmzt	frase-parola		雨で服が濡れました。		I vestiti si sono bagnati con la pioggia.	
0hcv9m5	frase-parola		かさが なくて、濡れて 帰りました。		Senza ombrello sono tornato a casa bagnato.	
1nn1gv7	frase-parola		１０２゜Ｆの熱があります。		I have a fever of 102 degrees.	
0wgwdrv	frase-parola		彼は学生運動熱に浮かされている。		He is being carried away by a student movement.	
0kl5nsy	frase-parola		彼は熱心に勉強しています。		Lui studia con grande impegno.	
0qih45x	frase-parola		学生たちは 熱心に 話を 聞きました。		Gli studenti hanno ascoltato con grande attenzione.	
0f464bf	frase-parola		パスポートを拝見できますか。		May I see your passport, please?	
0kbrzol	frase-parola		お手紙、拝見いたしました。		Ho letto la sua lettera (umile).	
0bq4tq2	frase-parola		背中が かゆいです。		Mi prude la schiena.	
1jeg8cf	frase-parola		子供を 背中に おんぶしました。		Ho preso il bambino sulla schiena.	
0a0tnxd	frase-parola		あの山はこの山の５倍の高さである。		That mountain is five times as high as this one.	
0vctpfi	frase-parola		彼は私の倍食べた。		He ate twice as much as I did.	
1ii9i5z	frase-parola		くつの売り場は三階です。		Il reparto scarpe è al terzo piano.	
191v5n5	frase-parola		おもちゃ売り場は 五階です。		Il reparto giocattoli è al quinto piano.	
0dl9rky	frase-parola		今晩は駅前のホテルに泊まります。		Stanotte alloggio all'hotel davanti alla stazione.	
1t8jitd	frase-parola		友だちの 家に 泊まりました。		Ho pernottato a casa di un amico.	
0jmsyp2	frase-parola		あなたのお名前はどのように発音するのですか。		How do you pronounce your name?	
1illovk	frase-parola		日本語の 発音は 難しくないです。		La pronuncia giapponese non è difficile.	
1bqk525	frase-parola		髪を短く切りました。		Mi sono tagliato i capelli corti.	
0ela756	frase-parola		風で 髪が くしゃくしゃに なりました。		Il vento mi ha scompigliato i capelli.	
0lsyncb	frase-parola		私はその意見に反対です。		Sono contrario a quell'opinione.	
17ve4n6	frase-parola		反対の 意見も 聞きましょう。		Ascoltiamo anche le opinioni contrarie.	
1bjt1ih	frase-parola		この番組は毎週見ています。		Guardo questo programma ogni settimana.	
0j7pn9u	frase-parola		子ども向けの 番組を 見せて います。		Gli faccio vedere programmi per bambini.	
03rci6u	frase-parola		彼はテニスが上手です。		Lui è bravo a tennis.	
0tjicrx	frase-parola		彼は 約束を 守る 人です。		Lui è uno che mantiene le promesse.	
1i1ba8z	frase-parola		彼らは同じクラスの友だちです。		Loro sono compagni di classe.	
1d6id37	frase-parola		彼らは 毎朝 いっしょに 走って います。		Loro corrono insieme ogni mattina.	
04jwe97	frase-parola		彼女は歌が上手です。		Lei canta bene.	
1mw26rg	frase-parola		彼女は 三か国語が 話せます。		Lei sa parlare tre lingue.	
1fvo43g	frase-parola		そんな悲しい目で見ないで。		Don't give me such a sad look.	
1gucqw3	frase-parola		悲しい ニュースを 聞きました。		Ho sentito una notizia triste.	
0lcfp9g	frase-parola		値段を比べてから買います。		Compro dopo aver confrontato i prezzi.	
07u999c	frase-parola		去年と 比べて、暑いです。		Rispetto all'anno scorso fa caldo.	
1ujcj1m	frase-parola		この問題は非常に難しいです。		Questo problema è estremamente difficile.	
0c0u778	frase-parola		今日は 非常に 暑いです。		Oggi fa un caldo estremo.	
036nogc	frase-parola		飛行場まで一時間かかります。		Ci vuole un'ora per arrivare all'aeroporto.	
1ole7jj	frase-parola		飛行場から 飛行機が 飛び立ちました。		Dall'aeroporto è decollato un aereo.	
0a7q612	frase-parola		美しい音楽ですね。		Che musica meravigliosa!	
18how3c	frase-parola		山の 上から 美しい 星が 見えました。		Dalla cima del monte si vedevano stelle bellissime.	
174hr36	frase-parola		このバスは美術館まで行きますか。		Does this bus go to the museum?	
1c94392	frase-parola		美術館で 有名な 絵を 見ました。		Al museo ho visto un quadro famoso.	
1sd38xf	frase-parola		あの歌は必ずヒットするよ。		That song's bound to be a hit.	
11y76re	frase-parola		約束は 必ず 守ります。		Le promesse le mantengo sempre.	
012yau5	frase-parola		パスポートが必要です。		Serve il passaporto.	
056spxb	frase-parola		外国で 生活するには お金が 必要です。		Per vivere all'estero servono soldi.	
057o8au	frase-parola		この紙はどちらが表だか見分けがつかない。		I cannot tell which is the right side of this paper.	
0qka8fb	frase-parola		私はその問題がわかっていない。裏と表の区別もついていない。		I don't understand the problem; I could make neither head nor tail of it.	
1o6e8yj	frase-parola		この店は品物が多いです。		Questo negozio ha tanta merce.	
02rymli	frase-parola		品物は あした とどきます。		La merce arriva domani.	
0q8ywe0	frase-parola		この辺は店がなくて不便です。		Da queste parti non ci sono negozi: è scomodo.	
1pod76r	frase-parola		車が ないと、この 町は 不便です。		Senza macchina questa città è scomoda.	
1yl7zkx	frase-parola		夫は今、出張中です。		Mio marito ora è in trasferta.	
0d4du9m	frase-parola		夫は 料理が 上手です。		Mio marito è bravo a cucinare.	
0ymjr42	frase-parola		布団をほして、寝ました。		Ho steso il futon al sole e poi ho dormito.	
14gnxhk	frase-parola		天気が いいので、布団を ほしました。		C'era bel tempo, così ho steso il futon.	
1smbtm5	frase-parola		怖い夢を見ました。		Ho fatto un sogno spaventoso.	
0cedn87	frase-parola		夜の 山道は 怖いです。		I sentieri di montagna di notte fanno paura.	
031otv5	frase-parola		日曜日は私にとって普通の日ではない。		Sunday is not an ordinary day to me.	
0m2g1g4	frase-parola		彼女は普通９時に寝る。		She usually goes to bed at nine.	
0yy11e6	frase-parola		昨日の試合は二対一で負けました。		Ieri abbiamo perso la partita due a uno.	
144zuqg	frase-parola		負けても、最後まで がんばりました。		Pur perdendo, ci siamo impegnati fino alla fine.	
0rermeo	frase-parola		部長は今、会議中です。		Il direttore ora è in riunione.	
1h6a2hg	frase-parola		部長に 報告書を 出しました。		Ho consegnato il rapporto al direttore.	
0c1z6y0	frase-parola		テストの前に復習をします。		Prima del test faccio il ripasso.	
1sokve2	frase-parola		復習を すると、忘れません。		Ripassando non si dimentica.	
1ntyygz	frase-parola		この問題は複雑です。		Questo problema è complicato.	
1io9zcu	frase-parola		駅の 中は 複雑で、迷いました。		L'interno della stazione è intricato e mi sono perso.	
1t8dvdu	frase-parola		払えるかどうか分からないざます。		I'm not sure I can afford it.	
1uxcl6a	frase-parola		ジャックはブラシで上着のほこりを払った。		Jack brushed the dust off his coat.	
0i6hob9	frase-parola		お茶のためにお湯を沸かします。		Faccio bollire l'acqua per il tè.	
0d1zx1l	frase-parola		おふろを 沸かして おきました。		Ho scaldato il bagno in anticipo.	
1cv09om	frase-parola		お湯が沸きましたよ。		L'acqua bolle!	
1nzswar	frase-parola		お湯が 沸いたら、お茶を いれます。		Quando l'acqua bolle preparo il tè.	
0998kj5	frase-parola		日本の文化に興味があります。		Mi interessa la cultura giapponese.	
1fswdep	frase-parola		旅行で いろいろな 文化に ふれました。		In viaggio sono entrato in contatto con varie culture.	
1mqcwnj	frase-parola		大学で日本文学を勉強しました。		All'università ho studiato letteratura giapponese.	
0si8r7u	frase-parola		文学の 本を 読むのが 好きです。		Mi piace leggere libri di letteratura.	
1ru2c5n	frase-parola		日本語の文法は面白いです。		La grammatica giapponese è interessante.	
0a5gvpf	frase-parola		新しい 文法を 習いました。		Ho imparato una nuova regola grammaticale.	
08jn4kd	frase-parola		となりの部屋から音楽が聞こえます。		Dalla stanza accanto si sente della musica.	
0e3xgde	frase-parola		遠くから 波の 音が 聞こえます。		Da lontano si sente il rumore delle onde.	
0cmlfmy	frase-parola		日本の米はおいしいです。		Il riso giapponese è buono.	
09gdjy2	frase-parola		米を 二キロ 買いました。		Ho comprato due chili di riso.	
0dlcgjy	frase-parola		壁に地図をはりました。		Ho appeso una mappa al muro.	
15jenom	frase-parola		壁の 色を 白に しました。		Abbiamo fatto le pareti di bianco.	
10qgzwc	frase-parola		また別のときにチェスをしましょう。		Let's play chess another time.	
0p1xfas	frase-parola		これらの本を主題別に分類してください。		Please classify these books by subject.	
0oap1a8	frase-parola		駅の前で友だちと別れました。		Mi sono separato dall'amico davanti alla stazione.	
02d2113	frase-parola		二人は 去年 別れたそうです。		Pare che i due si siano lasciati l'anno scorso.	
0g3eimp	frase-parola		そのオレンジは後味が変だった。		The orange left a strange taste in my mouth.	
079s11s	frase-parola		へやから 変な 音が します。		Dalla stanza arriva un rumore strano.	
1p832bo	frase-parola		会議の時間を変えました。		Ho cambiato l'orario della riunione.	
17ua8vk	frase-parola		へやの 家具の 場所を 変えました。		Ho spostato i mobili della stanza.	
07fo1py	frase-parola		私のE-mailアドレスが変わりました。		My e-mail address has been changed.	
0xchu3q	frase-parola		最近変わった海洋生物が発見された。		A strange marine creature was found recently.	
0evvuie	frase-parola		あすの朝まっさきにそれを片付けます。		I'll do that first thing in the morning.	
0r7s9qa	frase-parola		おもちゃを片づけなさい。		Put away your toys.	
0u2w0r6	frase-parola		すぐ返事をしてもらいたいと思っています。		I hope you will answer me soon.	
09jvlx8	frase-parola		手紙の 返事を 書きました。		Ho scritto la risposta alla lettera.	
05cf6pz	frase-parola		毎晩 二時間 日本語を 勉強します。		Ogni sera studio giapponese per due ore.	
0demama	frase-parola		図書館で 勉強するのが 好きです。		Mi piace studiare in biblioteca.	
10u3lfw	frase-parola		ここでタクシーをつかまえられますか。		Can I catch a taxi here?	
07wbfcl	frase-parola		その男は少年の手をつかまえた。		The man took the boy by the hand.	
1ojusld	frase-parola		冬の日は速く暮れる。		The night falls fast in winter.	
0y21a6v	frase-parola		日が 暮れて、星が 見えて きました。		Si è fatto buio e sono apparse le stelle.	
1uz37zf	frase-parola		プレゼントをきれいな紙で包みました。		Ho incartato il regalo con una carta graziosa.	
0whh8rn	frase-parola		おべんとうを ハンカチで 包みました。		Ho avvolto il bentō in un fazzoletto.	
12uk2gr	frase-parola		ニュースは毎時放送しています。		We broadcast news on the hour.	
1auszws	frase-parola		その 試合は 生放送で 見ました。		Quella partita l'ho vista in diretta.	
0xkw2hn	frase-parola		それは法律で決まっています。		È stabilito per legge.	
1m5c5xb	frase-parola		新しい 法律が できました。		È stata fatta una nuova legge.	
04db6u6	frase-parola		先生が私の作文を褒めました。		L'insegnante ha lodato il mio tema.	
0rukbz1	frase-parola		子どもは 褒めて 育てましょう。		Cresciamo i bambini lodandoli.	
147b43r	frase-parola		いつでも私のオフィスを訪ねなさい。		Call at my office at any time.	
1dgyqww	frase-parola		週末に 祖父母を 訪ねます。		Nel fine settimana vado a trovare i nonni.	
1lh4sv7	frase-parola		祖父は去年、亡くなりました。		Mio nonno è mancato l'anno scorso.	
1p23zff	frase-parola		有名な 歌手が 亡くなりました。		È venuto a mancare un cantante famoso.	
0coec3o	frase-parola		今日忘れ物をした。		I left behind something today.	
0lw1e92	frase-parola		電車の 中の 忘れ物は 駅で 聞いて ください。		Per gli oggetti dimenticati in treno chiedi in stazione.	
10qikk2	frase-parola		この会社は貿易の仕事をしています。		Questa azienda si occupa di commercio estero.	
0841zv6	frase-parola		この 港は 貿易で 発展しました。		Questo porto si è sviluppato con il commercio estero.	
1pyg3bk	frase-parola		僕は東京に住んでいます。		Io vivo a Tokyo.	
1nd169o	frase-parola		僕の 夢は パイロットに なる ことです。		Il mio sogno è diventare pilota.	
1qitqq9	frase-parola		この本は翻訳で読みました。		Questo libro l'ho letto in traduzione.	
1aooe3q	frase-parola		翻訳の 仕事を して います。		Faccio il traduttore.	
17ycofv	frase-parola		弟は漫画ばかり読んでいます。		Mio fratello minore legge solo manga.	
17mzet9	frase-parola		日本の 漫画は 世界で 人気が あります。		I manga giapponesi sono popolari nel mondo.	
14w5fih	frase-parola		このチーズはピリッとした味がする。		This cheese has a sharp taste.	
1sbb550	frase-parola		この スープは 母の 味が します。		Questa zuppa ha il sapore di quella della mamma.	
0aqk9ae	frase-parola		朝は味噌汁を飲みます。		La mattina bevo la zuppa di miso.	
0w2qlcc	frase-parola		味噌は 大豆から 作ります。		Il miso si fa con i fagioli di soia.	
0ottqdw	frase-parola		ゆうべ寝ていないので、眠いです。		Non ho dormito stanotte, ho sonno.	
10obwyb	frase-parola		昼ごはんの あとは 眠く なります。		Dopo pranzo mi viene sonno.	
0wx21ol	frase-parola		赤ちゃんはよく眠っています。		Il neonato dorme profondamente.	
0jpb6z6	frase-parola		ゆうべは 八時間 眠りました。		Ieri notte ho dormito otto ore.	
1wsgmwc	frase-parola		ゆうべ、変な夢を見ました。		Stanotte ho fatto un sogno strano.	
1tnz704	frase-parola		夢に むかって がんばって います。		Mi sto impegnando per il mio sogno.	
0awdiu9	frase-parola		あなたの青いペンがなくなってしまいました。		I misplaced your blue pen.	
1m0wod4	frase-parola		残り時間があまりなくなってきた。		The sands are running out.	
1u1unqw	frase-parola		それは無理な注文だ。		Your demands are unreasonable.	
1jc1qlp	frase-parola		一日で 全部 覚えるのは 無理です。		Memorizzare tutto in un giorno è impossibile.	
10yagn5	frase-parola		娘は今年、大学に入りました。		Mia figlia quest'anno è entrata all'università.	
1dityxe	frase-parola		娘に 手紙を 書きました。		Ho scritto una lettera a mia figlia.	
14w3ymh	frase-parola		あしたは一日中ひまです。		I'll be free all day tomorrow.	
0d51b2p	frase-parola		明日の 会議は 十時からです。		La riunione di domani è dalle dieci.	
0a0zbg8	frase-parola		電話が鳴っていますよ。		Sta squillando il telefono!	
0qtu602	frase-parola		かみなりが 鳴って います。		Sta tuonando.	
18qs5x9	frase-parola		この猫は毛が長いです。		Questo gatto ha il pelo lungo.	
16qbz6u	frase-parola		セーターに 猫の 毛が ついて います。		Sul maglione ci sono peli di gatto.	
0s75men	frase-parola		木綿のシャツは気持ちがいいです。		Le camicie di cotone sono piacevoli.	
0zmxzry	frase-parola		木綿の タオルを 使って います。		Uso asciugamani di cotone.	
05kljri	frase-parola		やってしまったことは元に戻らない。		What is done cannot be undone.	
0rrofgx	frase-parola		忘れ物を 取りに 家へ 戻りました。		Sono tornato a casa a prendere quello che avevo dimenticato.	
1v8eor6	frase-parola		それ以上はお役に立てません。		Beyond that I cannot help you.	
0jazy59	frase-parola		この 辞書は とても 役に立ちます。		Questo dizionario è molto utile.	
0ly789y	frase-parola		友だちと約束があります。		Ho un appuntamento con un amico.	
0vcevhb	frase-parola		約束の 時間に 遅れないで ください。		Non arrivare in ritardo all'appuntamento.	
1qm0q6a	frase-parola		そういうわけで私はこんなに早く帰って来たのです。		That's why I came back so soon.	
0rf17ow	frase-parola		泣いて いる 訳を 教えて ください。		Dimmi il motivo per cui piangi.	
196qk1g	frase-parola		日本は車の輸出が多いです。		Il Giappone esporta molte automobili.	
0qdxto5	frase-parola		輸出が 増えて、景気が よく なりました。		Le esportazioni sono cresciute e l'economia è migliorata.	
1h4tpw4	frase-parola		この肉は輸入のものです。		Questa carne è d'importazione.	
1d0sijw	frase-parola		輸入の 果物は 安いです。		La frutta d'importazione è economica.	
1m47xtv	frase-parola		彼女はだれにでも優しいです。		Lei è gentile con tutti.	
1v26pnd	frase-parola		優しい 声で 話して くれました。		Mi ha parlato con voce dolce.	
00chm1h	frase-parola		今度の旅行は仕事じゃなくて遊びです。		Our next trip is for pleasure, not for work.	
1fnnhd9	frase-parola		子どもは 遊びから いろいろ 学びます。		I bambini imparano tanto dal gioco.	
059vof4	frase-parola		あしたの授業の予習をしました。		Ho preparato la lezione di domani.	
0qqyuo3	frase-parola		予習を すると、授業が よく 分かります。		Preparandosi prima, la lezione si capisce meglio.	
07u2ztj	frase-parola		あしたの予定は何ですか。		Che programmi hai per domani?	
00vebm9	frase-parola		週末の 予定は まだ ありません。		Per il fine settimana non ho ancora programmi.	
1pkqzfq	frase-parola		七時に二人で予約をしました。		Ho prenotato per due alle sette.	
0ux22r8	frase-parola		人気の 店なので、予約が 必要です。		È un locale rinomato, quindi serve la prenotazione.	
0eq5zkq	frase-parola		地震で家が揺れました。		La casa ha tremato per il terremoto.	
13dmww0	frase-parola		風で 木の えだが 揺れて います。		I rami dell'albero oscillano al vento.	
0d3ir7h	frase-parola		田中様、受付までお越しください。		Signor Tanaka, si presenti alla reception.	
119l5tk	frase-parola		山田様は いらっしゃいますか。		C'è il signor Yamada?	
06utexs	frase-parola		何の用でここに来たのですか。		What has brought you here?	
1ups5l0	frase-parola		用が すんだら、すぐ 帰ります。		Sbrigata la faccenda, torno subito.	
1f4ae8t	frase-parola		夕飯の用意ができました。		La cena è pronta.	
0cakw5r	frase-parola		お客さんの ために お茶の 用意を しました。		Ho preparato il tè per gli ospiti.	
1dbu8km	frase-parola		用事があるので、先に帰ります。		Ho un impegno, vado via prima.	
1wsogyv	frase-parola		急な 用事で 行けなく なりました。		Per un impegno improvviso non posso più venire.	
1phys9v	frase-parola		こちらには大きなハスの葉があります。		We have very big lotus leaves.	
1e3qnh5	frase-parola		秋に なって、葉が 落ちはじめました。		Con l'autunno le foglie hanno cominciato a cadere.	
1093sza	frase-parola		私のガールフレンドは踊りがうまい。		My girlfriend is a good dancer.	
1vvh16h	frase-parola		祭りで 昔からの 踊りを 見ました。		Alla festa ho visto una danza tradizionale.	
1v0r7v7	frase-parola		お祭りでみんなで踊りました。		Al matsuri abbiamo ballato tutti insieme.	
1dc53zd	frase-parola		音楽に 合わせて 踊りましょう。		Balliamo a tempo di musica.	
0dz9z1u	frase-parola		駅で財布を落としました。		Ho fatto cadere il portafoglio in stazione.	
1me67as	frase-parola		スープを 落として、服が 汚れました。		Ho rovesciato la zuppa e mi sono sporcato i vestiti.	
08w9sxu	frase-parola		勉強しないと試験に落ちるよ。		If you don't study, you will fail the exam.	
133hlbk	frase-parola		サーバーが落ちていた。		The server was down.	
1w6mnms	frase-parola		かばんから 財布が 落ちました。		Il portafoglio mi è caduto dalla borsa.	
1wom7a3	frase-parola		図書館の利用は無料です。		L'uso della biblioteca è gratuito.	
0r1si4y	frase-parola		この カードは 海外でも 利用できます。		Questa carta si può usare anche all'estero.	
0b2hk6w	frase-parola		遅れた理由を説明してください。		Spiega il motivo del ritardo.	
054bbwc	frase-parola		休んだ 理由を 教えて ください。		Dimmi il motivo della tua assenza.	
0cu3k2f	frase-parola		紙の裏に名前を書いてください。		Scrivi il nome sul retro del foglio.	
0gfyey4	frase-parola		家の 裏に 小さな 畑が あります。		Dietro casa c'è un piccolo orto.	
0i3h1od	frase-parola		バースデーケーキにろうそくを立ててください。		Please put some candles on the birthday cake.	
0hytieb	frase-parola		猫が私の手につめを立てた。		The cat dug its claws into my hand.	
11v1myw	frase-parola		父はいま留守です。		Mio padre ora non è in casa.	
0xwct6a	frase-parola		留守の 間に 荷物が 来ました。		Mentre ero fuori è arrivato un pacco.	
12nstdq	frase-parola		温泉の旅館に泊まりました。		Abbiamo alloggiato in un ryokan con le terme.	
0fr5w3u	frase-parola		旅館で ゆかたを 着ました。		Al ryokan ho indossato lo yukata.	
0ruh690	frase-parola		犬と猫、両方好きです。		Cani e gatti: mi piacciono entrambi.	
1s44xyt	frase-parola		肉と 魚、両方 買いました。		Ho comprato sia la carne sia il pesce.	
0um6ej1	frase-parola		彼は力が強いです。		Lui è molto forte.	
00tsto3	frase-parola		みんなの 力で 完成しました。		L'abbiamo completato con le forze di tutti.	
1gn7r8u	frase-parola		家の後ろに林があります。		Dietro casa c'è un boschetto.	
0xmcijl	frase-parola		林の 中は 涼しかったです。		Dentro il boschetto faceva fresco.	
1sfgab5	frase-parola		果物、例えばりんごやみかんが好きです。		Mi piace la frutta, per esempio mele e mandarini.	
0w24jgn	frase-parola		スポーツ、例えば テニスや サッカーを します。		Faccio sport: per esempio tennis e calcio.	
0sa4o8z	frase-parola		冷えたビールがあればたまらないね。		A cold beer would hit the spot!	
1aedqjo	frase-parola		夜は 冷えるので、上着を 持って いきましょう。		Di notte fa fresco: portiamoci una giacca.	
1l91woq	frase-parola		この部屋は冷房が強すぎます。		In questa stanza l'aria condizionata è troppo forte.	
1ptxvco	frase-parola		冷房を つけても いいですか。		Posso accendere l'aria condizionata?	
1qdk9dm	frase-parola		日本の歴史に興味があります。		Mi interessa la storia del Giappone.	
00p63lw	frase-parola		この 町は 歴史が 古いです。		Questa città ha una storia antica.	
1u0ciku	frase-parola		でもさ、母を連れて行かなくてはいけないんだ。		But, I have to take my mother.	
1gg3bgq	frase-parola		子どもを 動物園に 連れて 行きました。		Ho portato i bambini allo zoo.	
18fwjhz	frase-parola		何かあったら、連絡してください。		Se succede qualcosa, contattami.	
17srh98	frase-parola		連絡が 遅く なって、すみません。		Scusa il ritardo nel farmi sentire.	
1oj9866	frase-parola		腕が痛くて、上がりません。		Mi fa male il braccio e non riesco ad alzarlo.	
0he2n3w	frase-parola		かれは 料理の 腕が いいです。		Lui è abile in cucina.	
1mbpk8t	frase-parola		ああ、なるほど！		Ah, gotcha!	
0e8tixd	frase-parola		ああ悲しい。		Ah, me!	
1scy372	frase-parola		先生、アソコがかゆいんです。		Doctor, I've got an itch in my crotch.	
1rhin2n	frase-parola		あそこから人影が見えた。		A form appeared from over there.	
1p4ce8x	frase-parola		あちらに着いたら手紙をください。		Please write to me when you get there.	
0oftnea	frase-parola		あちらが私の待っていた人です。		That's the person I've been waiting for.	
1oaejho	frase-parola		ねえあなたたち行かないで。		Don't go, dears.	
0kygp8q	frase-parola		あなたの おなまえは なんですか。		Come ti chiami?	
1e8cwwc	frase-parola		あのおいしいワインをなぜ飲まないんだい。		Why not try that delicious wine?	
0pe2txq	frase-parola		あの たてものは ぎんこうです。		Quell'edificio laggiù è una banca.	
1jn80nb	frase-parola		駅の近くのアパートに住んでいます。		Vivo in un appartamento vicino alla stazione.	
0q3yoge	frase-parola		あたらしい アパートは ひろいです。		L'appartamento nuovo è spazioso.	
